listing_id,amen_balcony,amen_security,amen_covered_parking,amen_view_of_landmark,amen_shared_gym,amen_lobby_in_building,amen_central_a_c,amen_kitchen_appliances,amen_built_in_wardrobes,amen_shared_spa,amen_shared_pool,amen_walk_in_closet,amen_study,amen_children_s_pool,amen_view_of_water,amen_private_garden,amen_maids_room,amen_private_pool,amen_networked,amen_dining_in_building
XEQ12HQXTDYP4EEP996487EPQ4,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2JM8PQSNSAMHXR524BJX789KX4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M27KEJTNB0B0NEMFW5DBY1SJ8R,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0
R2EP4351WQH1FEHK557BRMHD98,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
M8RH28VFXD5NXMRZ8W4E5PRFF4,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
EKR03FNF54G12ZMWSR25FY7W60,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7WBCCKM501BM1WPH2ZBNCM2788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
M2HDCT8S8SJB87RDB4JSHNEBRR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
JC9TKB94CB8P6YNSE51BK8GAE8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
VBY6YR6DVJA3S0P4H98R254V48,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A8WTXCFTJDR3QBKGW62V8AA8M4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
52T7JQWZ69DJH1FZXQQWRZ4BQW,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7ETN75Q6FX21R277W9PW594TS8,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
ACC98H9Y5GT5X4EC87TFV3KEW4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
6EPNMZC6ZKAMADRFSW133BENNR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
WMY0AJP8HRFDR36DMPV5PPXEH8,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
HWHVERG2617SS7CPK1TZZK02QW,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
GWV58YCZVXXJ0G5A8A50YPGVE8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
V546TA0W626K8G0VN6KCFPP53M,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
K1M4973K9PR1QT8WD5C7THXG40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
N0W52Y5YJYXSCDVQ1PVR0R1JEM,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
VZ3V3ZJRHVNDD6BH73R1JNA5VC,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
AVQGMD9A8BSPJFJJSQMZZWJB2R,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53JGP2PTS56WRWJ85HZ38VF3K8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
30BQMPDKMSW24BDB0YA8VK65B8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6509M4BP5QF0H8WJW27QXHQN4G,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
EZ4FESZYNG49TTK8NW4HVA7QN0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDTBVM9GDRRDNBZSZ7QKAXK0P0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6B0J2RDABPGQHA87ME2NA3ZFYG,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
Z8XP415JRQ2ZP6HAQHETK6725R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1J2YN7TBV3REREDCE1WQX551VG,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
B18DDQASVGRRCCN26JN6ERJP50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
7DDQG87QJHVYJYWB2CZ31C5D8C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0KK2TRHEAJT3VXKKFJJ4106CYR,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
KKC1WJ73EJP5PQPBWYE6DMQWC4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
N9D9QA5VH9S8QTZNZABBMQWED8,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
J6Y5DX70SSHH85TSN4ZEWDK1CM,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
3BWXMH4ZGNWMYCQWR83WCWVQMR,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
XZX951ZSJD2E84EDQ695G9GXZ4,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
XZWB4PGE1SCCHEN4ZTZ36NN0GG,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
3CQM774111E2VAF6P48AEFT8HC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JZX7SFG8EK9YXDFYTE8NV6H7AG,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0ADASA83P47QTV7NW4EZP3KXYG,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2NZG7Y75VWFDFNCF6WFBT92E4M,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
M3RRV970B3M3CY9FCR461XDJE4,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
AQ4CG28FVRWPCW805WJT29HVF0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENX70VT93TXFDQKY3V0GFCFW60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
A5HHSR8XX878HZWG6HE7R9NES4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SZQ7NCVFK3ZF2JKNNVVGVC599W,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
F245WZ1T5AN7DXGPWVS54BGXW0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
AYMEEY6R412EHFHKJBAXAHEB6G,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0
W8SPF4RBA5VZ6E8MSQE36Q50JW,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
RXK54CWRHD4BDV1473GA3Y3794,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ZQBV9226Y0HS6X65HWVBGM1678,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
ZF2NERS52JK2MRQVR78Q5WAH30,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6SP9Y8B1FQRQWB4HJH2ABNQR80,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0C2V0NNKE8MA5HSSRPT5DRKSER,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
89W08CBFDY22Z3519NMDWMF7JR,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
5ACZ0BDZF19Q6EP06F2M5NFKRW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AFVDR4X5YS4F82D60ZA6TC11FW,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AKVJTQJ2CB4F6GYWDRSP7QKMQ0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XPEBZNR4BM34RNE1KK5Q61XTB4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
TR12RCQSK0WRJVDNQ895RV91XG,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
0VFRE8MEK1FYHG98R906C08YCM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
CG5F39XZJPYA5BYQ6BKEXHHJVG,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2CCN9DH8SEQB82YGAZS9YAMFKM,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
6GS7N67924ZX57K6MAFW33WZ80,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
VQED64MEQA45NKAMKBK2WXE9HC,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
NEA1CX22VV9FDKNVTG95Q7GXSR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
315N55E2Y4Q1C0BXBWNAC9BYER,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
N080FKEE5CPY6KK4Q502Q1EP60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
YMZTQPF7YDG9DDKEGN9TDMDSD8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87SZY5VPTT6RFTQ4PNRG39NSSC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MMHS0648E8P7VDKRAS0NDRH504,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
MDXPVQNMH43VDM77AND9ZMEJ5G,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
V8GXW5BV5CEE1G2M2VQBEEW2EW,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
YBPRQ7G9Q5CWTWWJ063NFN6G8M,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
S1SX07NHK8TSS53T2G8XWF84F8,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
VP58K9ZEGR1QR74EF6YQ8Y51RW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0J4K595K2RRAKCK3HJP1GCG0HG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
KVSBSTFFYPH6FSZTHQTGRZMWER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
HEN3GNFCBX42YXGESGX49J9Q3C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0EKZTN5PF1ZSPPV0SETT6ZQQW0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ESG3WFYEFC1P37FZ7MF1H8X840,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
QHKKEP7742XAXTTEQJWT26RCWC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
KCKA5FTP36V22FQ6HHN4N6Q8WR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2BZZCVB699J02TVCW9WX5QZRF8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
P2BBJHA2VKV52QY24GN2A03K64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0D1XY9PBRP3SEP2N9SFKWVHNSM,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
Y7XW08GJ5J1CQZS1PXAZ8S06EW,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
91GAG1WCZQN3HYNRFE6GSYNQSR,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5EN863QAJ1AVN8TSGH15WZ79HC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
QXZ5EGR1DQZJTCXRZVME718Y88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
7S1FFRE3FFFCCB44KMXXVT4W5W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
C3N3BC9B1S755KGA7GV5F66WKM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
J4E29ZB33PC3YXAXAY765EKNGC,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BTNWP6QKB9YADSKBAPNRN8MQ10,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32QMWHG562RSG45YE2RDR5CXP8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8TJNNJK2CEGTBXYM5Y68FNHYY0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
JR7GGPP1KTX3JC85JN1V68NS8C,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
A2ZWCXJ8G13Y02A3Y4YF8TJBFW,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SFXS0VGFJVXR6XKCSG4ER73114,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
AS248S1HFMNPV4H0R5SDTYMBYR,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
ZGVPMZ4J0D9CF27NPTSPX5C0YR,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZQ5VS1NDP8DZBYXVZR763PQDZW,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
RY4S17GKFH5T6NYCP138SXNDDW,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AFP11N6VFKAGDPN4Q20P50VAA8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZQTV7H8D166HQGJDKB8Y7PEKQC,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STZ4DRN856CJRQMF8HTZ3XRTGG,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
314AA75W34TVTA3MBM9V2SJ5EC,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PYT90E5HRVFT1ZZ8GMZKKC4XSR,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
7M508R70XFZG10A1ATY9BHSGGW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
736YS8H75GCKBZGAYKYBTEHE30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
DA3C6R4NH383Y7JN7DJ0V72JHW,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XRWHGDR60HTDDQZ54BEJF12ZT0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6Z9PKD2HF4D68FWQYGRWWESZ50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FX8ZMJ381BB34RXWMSQYGGJ6DC,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
VKXQKJK58DPHJA3KZJ3C8RQPKR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0KWBH0JW98MXGXN65YEAFB15YM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
H2A8G27P21FWPEGPEXVE5Z9J1C,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0J2C2RBAENTZ2786QQ25BFPXKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
79Q0TPK0F6JHT0166P6WPDWY90,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
X1ACV3Q6558655R8YJWSQGDVAG,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
MEK3T9ZXRFKWPC3RFE4S6Q2BXR,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
WEBHN97C6G07D2WT26RW0JD6VR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
MJMG1MHBSZ75M6FK649WKQPFE4,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
64000AXR2C8SKKMJNMYBCPHR68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
WASM3FS8G90PAA71VZQ7ZEQGW4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NNH4RSHG582MWKT47BA8BR689C,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
NP4B2MSTAYDZ101RSXH1G6XRH4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
BVFF414R1RREXE0CKK8D7MKS4M,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
H54ETKG26CFSHAX442YA7PHNMW,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
QZDH7BSQRN4Q649FGMRQPHXA30,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85D25N1N82DPVFCY9YJGV2S08C,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0
9J0CPF5J1DVCRWV8JH3DFKPNJC,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
28S4AXTF7JF7TW4Z1YCQ4M1JN0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0
2YY7E2VXB1XZ6HE6CXVTHWY6X8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
PP46CA37EGYTWM37ARDTFR5TJ4,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0
HBC60EA5EG26X48VZN1ZFD9MP0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
SDX9EXTZV9ZKQ2P4X1HDYXWBA4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
06BDKDHXK7T2A5P3PH8DY5AQMG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
9BKCANXD7RM8TQWCHR3YNTDCTC,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
XWZ824NQXMMHWJPB6RZ8C0MGS0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
VM0S88D01TKS7W36R0XCEEMSCM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZYSEEQAWG9GH8KVBW1J1JR3PMM,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
5MTEFV7AC4YP2KXNB9G4D5TB00,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
JEX93B43G32G55T47TQAR8BTAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1N0Y1KF3ABABQW4XR7GX3PB2R4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
HAESVSBP2PPWJ9M6QFT8TRAR50,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
8F1YJX9SWGEB2S0FXDDA7V68RM,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
THSNR1Y72X1VNVQKQ9M5YYQS58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z3TGVJ3232Z5K2HM5KXYR27NJG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
WFYMD5RNXWXAJ20ATMJYBKGRT0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
EWPZWM2JBBQVHB9E6S84P9AFYW,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0
QHHY5V29QC4JW70XN3XAXYPDJG,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
XVF7M2BTBCC6PS1TJ267R6KVW8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3P35DXYXAQG8197594S0BB2JJ8,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
1GQTQQWT1774SA848C3JD0V88M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
4AJTZW20SDA4CPW61BA9ZEADJM,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
DDNP7YVNFQ1GP86MJEP6DSGZG4,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
P5ZT9RAKJ1PFK5PKT5VTE5408M,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
48ZX7FHN2HG2P7D2AJ6MN1QMVC,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
00KGRE7P1ETMXXBVXJC3ZG01EG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
WPHWBWWC8K7JX7KX8ECB0N0XQM,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1E894FSA28WFN3KA60WMXB6JSW,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Y20RHJPHRGKS0JN2Q8XYSVTMPR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HH6YHXKRMP8T28A0T7J469ZCVR,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
VPRN9Q8WJD4JG0XX85PGFXBJH4,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
2HZ2V9DSAPH9PMV8JNVVF8QYSG,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
C36VFVJPQPA2DWZNAQE7HNV42M,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
K93958RMVHG0XGC7J3J1PDSHMG,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
KYG5DKYQ2W7V0J5FHSEQPRDFKR,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2E9F5W9BJ02YBYSEPVGT3JJ1Y0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0Q323GBC8X1PVPSS6KN3YD35BW,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
44Z9CF85NM2PQSNSB7D42S4Z3W,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D4WEKNMPNZDWAKBMRD82Z3JVBR,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
4FGNTQSP5P0QSK5AGHAGZERVS4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
55KH9P6C3KD0J95CJ8RCM9FGMG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
2VVJ15YR8X3PC5TV4KVGD2SASM,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
97Y205G1KB1JR8HJ2T70WXTPK0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
XR2JH1VBM2PJNBJ8FR1MJ2VWJM,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
W7STE9WMFPEB8K4PJV7JE257GC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Q8N2YWVFBNYJJFB2CMTYMRX2NW,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8HZR07E9AQF2PMMGH2H33VW69C,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0
EGKK3AJ10XSKD7VPHCKJEWF3DR,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
AQVFP5GWW1NN3W541G2F00WMZ8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
KWK8855106A027W1XZ4AM4C7BM,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0
P8TQMA0WN8H2NGF635J499RBX8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2MGJ4YSZ8Y5H82Z0A7X6Y60YM,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0
WA1K98702ZJY8PXXZC5SK1KZNR,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
6Q7XWWH83QWTZN1C76WZWJ8C5W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
GR28SH6DYYB8JWJCMF2GDF2X2R,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0
HEP2VXXZWMJBCV2SHKHE0089AM,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
RW0PYMETQFYPG4W0FVKG1JA61M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939DFHB0AGQY4WGDDP7RVVJE0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0YY06D329VVVMKHDEWJP8FHNSG,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
GZPMS52CAGJQVWN0D8JE4SDPHC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
EWK9A8WD2T0Z63PFGCQ0MVXV90,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
ZZ310AQ0FK7PCJY2DWE8QK4ZQG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
EWNMNPAFPV28X8F0X3YJ5GQ6S0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
3CJRTW17HVP66B55G9PB66ST3R,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0
WKJ5TWSHM06N8ZK92NR1QATEY8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
SS12NG4VXNTP58HQBXVJ1B3220,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
F7TFJVAG006KYXNTECP14JGD5G,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
GHF5N1SM7E5RY1NBRTTB9QR844,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16T4M15FHPZEY2037MYKBWPT5W,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
TVR3C9DGS6NSBZA6Z6761KZRS0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0
8JK45P0HJRBYDYD05G539NSNVM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZKC3SVSRH9AJ2S9ZYDZCGEVTV4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
78GFQM5VA3B4QHBJPTANBG3P7G,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
A8EKNKEGK36FW7W9A7PQQV8J8C,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0
